p_name,m_name
コジョフー,いびき
コジョンド,いびき
クリムガン,いびき
ゴビット,いびき
ゴルーグ,いびき
コマタナ,いびき
キリキザン,いびき
バッフロン,いびき
ワシボン,いびき
ウォーグル,いびき
バルチャイ,いびき
バルジーナ,いびき
クイタラン,いびき
アイアント,いびき
モノズ,いびき
ジヘッド,いびき
サザンドラ,いびき
メラルバ,いびき
ウルガモス,いびき
コバルオン,いびき
テラキオン,いびき
ビリジオン,いびき
トルネロス（けしんフォルム）,いびき
トルネロス（れいじゅうフォルム）,いびき
ボルトロス（けしんフォルム）,いびき
ボルトロス（れいじゅうフォルム）,いびき
レシラム,いびき
ゼクロム,いびき
ランドロス（けしんフォルム）,いびき
ランドロス（れいじゅうフォルム）,いびき
キュレム,いびき
キュレム（ブラックキュレム）,いびき
キュレム（ホワイトキュレム）,いびき
ケルディオ,いびき
メロエッタ(ステップフォルム),いびき
メロエッタ（ボイスフォルム),いびき
ゲノセクト,いびき
ハリマロン,いびき
ハリボーグ,いびき
ブリガロン,いびき
フォッコ,いびき
テールナー,いびき
マフォクシー,いびき
ケロマツ,いびき
ゲコガシラ,いびき
ゲッコウガ,いびき
ホルビー,いびき
ホルード,いびき
ヤヤコマ,いびき
ヒノヤコマ,いびき
ファイアロー,いびき
ビビヨン,いびき
シシコ,いびき
カエンジシ,いびき
フラベベ,いびき
フラエッテ,いびき
フラージェス,いびき
メェークル,いびき
ゴーゴート,いびき
ヤンチャム,いびき
ゴロンダ,いびき
トリミアン,いびき
ニャスパー,いびき
ニャオニクス,いびき
ヒトツキ,いびき
ニダンギル,いびき
ギルガルド（シールドフォルム）,いびき
ギルガルド（ブレードフォルム）,いびき
シュシュプ,いびき
フレフワン,いびき
ペロッパフ,いびき
ペロリーム,いびき
マーイーカ,いびき
カラマネロ,いびき
カメテテ,いびき
ガメノデス,いびき
クズモー,いびき
ドラミドロ,いびき
ウデッポウ,いびき
ブロスター,いびき
エリキテル,いびき
エレザード,いびき
チゴラス,いびき
ガチゴラス,いびき
アマルス,いびき
アマルルガ,いびき
ニンフィア,いびき
ルチャブル,いびき
デデンネ,いびき
メレシー,いびき
ヌメラ,いびき
ヌメイル,いびき
ヌメルゴン,いびき
クレッフィ,いびき
ボクレー,いびき
オーロット,いびき
カチコール,いびき
クレベース,いびき
オンバット,いびき
オンバーン,いびき
ゼルネアス,いびき
イベルタル,いびき
ジガルデ（10％フォルム）,いびき
ジガルデ（50％フォルム）,いびき
ジガルデ（パーフェクトフォルム）,いびき
ディアンシー,いびき
フーパ（いましめられしフーパ）,いびき
フーパ（ときはなたれしフーパ）,いびき
ボルケニオン,いびき
モクロー,いびき
フクスロー,いびき
ジュナイパー,いびき
ニャビー,いびき
ニャヒート,いびき
ガオガエン,いびき
アシマリ,いびき
オシャマリ,いびき
アシレーヌ,いびき
ツツケラ,いびき
ケララッパ,いびき
ドデカバシ,いびき
ヤングース,いびき
デカグース,いびき
アゴジムシ,いびき
デンヂムシ,いびき
クワガノン,いびき
マケンカニ,いびき
ケケンカニ,いびき
オドリドリ（ぱちぱちスタイル）,いびき
オドリドリ（ふらふらスタイル）,いびき
オドリドリ（まいまいスタイル）,いびき
オドリドリ（めらめらスタイル）,いびき
アブリー,いびき
アブリボン,いびき
イワンコ,いびき
ルガルガン（たそがれのすがた）,いびき
ルガルガン（まひるのすがた）,いびき
ルガルガン（まよなかのすがた）,いびき
ヨワシ（たんどくのすがた）,いびき
ヨワシ（むれのすがた）,いびき
ヒドイデ,いびき
ドヒドイデ,いびき
ドロバンコ,いびき
バンバドロ,いびき
シズクモ,いびき
オニシズクモ,いびき
カリキリ,いびき
ラランテス,いびき
ネマシュ,いびき
マシェード,いびき
ヤトウモリ,いびき
エンニュート,いびき
ヌイコグマ,いびき
キテルグマ,いびき
アマカジ,いびき
アママイコ,いびき
アマージョ,いびき
キュワワー,いびき
ヤレユータン,いびき
ナゲツケサル,いびき
コソクムシ,いびき
グソクムシャ,いびき
スナバァ,いびき
シロデスナ,いびき
タイプ:ヌル,いびき
シルヴァディ,いびき
メテノ,いびき
メテノ（中身）,いびき
ネッコアラ,いびき
バクガメス,いびき
トゲデマル,いびき
ミミッキュ,いびき
ハギギシリ,いびき
ジジーロン,いびき
ダダリン,いびき
ジャラコ,いびき
ジャランゴ,いびき
ジャラランガ,いびき
カプ・コケコ,いびき
カプ・テテフ,いびき
カプ・ブルル,いびき
カプ・レヒレ,いびき
コスモッグ,いびき
コスモウム,いびき
ソルガレオ,いびき
ルナアーラ,いびき
ウツロイド,いびき
マッシブーン,いびき
フェローチェ,いびき
デンジュモク,いびき
テッカグヤ,いびき
カミツルギ,いびき
アクジキング,いびき
ネクロズマ,いびき
マギアナ,いびき
マーシャドー,いびき
べべノム,いびき
アーゴヨン,いびき
ツンデツンデ,いびき
ズガドーン,いびき
ネクロズマ(ウルトラ),いびき
月食ネクロズマ,いびき
日食ネクロズマ,いびき
ゼラオラ,いびき
サトシゲッコウガ,いびき
マダツボミ,ウェザーボール
ウツドン,ウェザーボール
ウツボット,ウェザーボール
ルギア,ウェザーボール
ホウオウ,ウェザーボール
ポワルン,ウェザーボール
ユキワラシ,ウェザーボール
オニゴーリ,ウェザーボール
ロズレイド,ウェザーボール
チェリンボ,ウェザーボール
チェリム,ウェザーボール
フワンテ,ウェザーボール
フワライド,ウェザーボール
ユキメノコ,ウェザーボール
バイバニラ,ウェザーボール
ボルケニオン,ウェザーボール
カリキリ,ウェザーボール
ラランテス,ウェザーボール
シェルダー,うずしお
ラプラス,うずしお
オムナイト,うずしお
オムスター,うずしお
チョンチー,うずしお
ランターン,うずしお
ミズゴロウ,うずしお
ヌマクロー,うずしお
ラグラージ,うずしお
ホエルコ,うずしお
ホエルオー,うずしお
ドジョッチ,うずしお
ナマズン,うずしお
パールル,うずしお
ハンテール,うずしお
サクラビス,うずしお
ポッチャマ,うずしお
ポッタイシ,うずしお
ブイゼル,うずしお
フローゼル,うずしお
ケイコウオ,うずしお
ネオラント,うずしお
フィオネ,うずしお
マナフィ,うずしお
バスラオ,うずしお
プロトーガ,うずしお
アバゴーラ,うずしお
ママンボウ,うずしお
ヨワシ（たんどくのすがた）,うずしお
ヨワシ（むれのすがた）,うずしお
ダダリン,うずしお
カプ・レヒレ,うずしお
アシレーヌ,うたかたのアリア
ヒトカゲ,エアカッター
リザード,エアカッター
リザードン,エアカッター
ポッポ,エアカッター
ピジョン,エアカッター
ピジョット,エアカッター
ズバット,エアカッター
ゴルバット,エアカッター
カモネギ,エアカッター
クロバット,エアカッター
エアームド,エアカッター
アゲハント,エアカッター
キャモメ,エアカッター
アメモース,エアカッター
ペラップ,エアカッター
マメパト,エアカッター
ハトーボー,エアカッター
ケンホロウ,エアカッター
コロモリ,エアカッター
ココロモリ,エアカッター
シンボラー,エアカッター
コアルヒー,エアカッター
スワンナ,エアカッター
トルネロス（けしんフォルム）,エアカッター
トルネロス（れいじゅうフォルム）,エアカッター
オンバット,エアカッター
オンバーン,エアカッター
オドリドリ（ぱちぱちスタイル）,エアカッター
オドリドリ（ふらふらスタイル）,エアカッター
オドリドリ（まいまいスタイル）,エアカッター
オドリドリ（めらめらスタイル）,エアカッター
カミツルギ,エアカッター
アーゴヨン,エアカッター
リザードン,エアスラッシュ
バタフリー,エアスラッシュ
ポッポ,エアスラッシュ
ピジョン,エアスラッシュ
ピジョット,エアスラッシュ
ズバット,エアスラッシュ
ゴルバット,エアスラッシュ
カモネギ,エアスラッシュ
ストライク,エアスラッシュ
ファイヤー,エアスラッシュ
ホーホー,エアスラッシュ
ヨルノズク,エアスラッシュ
レディバ,エアスラッシュ
レディアン,エアスラッシュ
クロバット,エアスラッシュ
ネイティオ,エアスラッシュ
ヤンヤンマ,エアスラッシュ
ノコッチ,エアスラッシュ
マンタイン,エアスラッシュ
エアームド,エアスラッシュ
スバメ,エアスラッシュ
オオスバメ,エアスラッシュ
キャモメ,エアスラッシュ
アメモース,エアスラッシュ
トロピウス,エアスラッシュ
レックウザ,エアスラッシュ
ガーメイル,エアスラッシュ
ビークイン,エアスラッシュ
タマンタ,エアスラッシュ
トゲキッス,エアスラッシュ
メガヤンマ,エアスラッシュ
ミジュマル,エアスラッシュ
フタチマル,エアスラッシュ
ダイケンキ,エアスラッシュ
マメパト,エアスラッシュ
ハトーボー,エアスラッシュ
ケンホロウ,エアスラッシュ
コロモリ,エアスラッシュ
ココロモリ,エアスラッシュ
クルミル,エアスラッシュ
クルマユ,エアスラッシュ
ハハコモリ,エアスラッシュ
シンボラー,エアスラッシュ
コアルヒー,エアスラッシュ
スワンナ,エアスラッシュ
エモンガ,エアスラッシュ
ワシボン,エアスラッシュ
ウォーグル,エアスラッシュ
バルチャイ,エアスラッシュ
バルジーナ,エアスラッシュ
トルネロス（けしんフォルム）,エアスラッシュ
トルネロス（れいじゅうフォルム）,エアスラッシュ
オンバット,エアスラッシュ
オンバーン,エアスラッシュ
イベルタル,エアスラッシュ
クワガノン,エアスラッシュ
